order_id,product_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,review_id,review_score,review_creation_date,review_answer_timestamp,customer_id,order_status,order_purchase_timestamp,customer_unique_id,review_response_time,order_purchase_year,order_purchase_month,order_purchase_dayofweek,order_purchase_hour,order_purchase_day,order_purchase_mon
c3cb4c7c4b963ab08b07a5dca5baf05d,9a5a361f3cd6c280f6bf4ffb6207c51e,5/22/2017 3:35,119,15.58,1,Boleto,1,134.58,Stationery,eb80c818d250f3950f08815cb72766c3,5,5/24/2017 0:00,5/25/2017 10:00,38ccd077e65d89b8a720be73bfaa9c6f,delivered,5/15/2017 16:29,0c3e0908ca85652d7b8c9545c50f0d59,1,2017,5,0,16,Mon,May
408049720996030bf12798d1338df7a1,368e069951582162e3d1d2151051e978,7/30/2018 13:31,132.91,23.73,1,Credit Card,3,156.64,Books Technical,11b2e4c30358afdc82e40199d750f60e,5,7/27/2018 0:00,7/29/2018 23:40,f80fade9fce4eed558050e82a69a590f,delivered,7/24/2018 12:22,0c3ec1b0e0dbe9befcb520bc32ee7ef5,2,2018,7,1,12,Tue,Jul
72adf8902a7ccd9b21ba70c84f2d53c4,595fac2a385ac33a80bd5114aec74eb8,6/18/2018 2:56,119.9,18.72,1,Boleto,1,138.62,Perfumery,084a10b97e556516a253b613b19dd6f2,4,6/23/2018 0:00,6/23/2018 23:49,79cb6eaafbdbcb9d443dd5ebd01e016c,delivered,6/6/2018 22:20,0c4266dc13e119f7b8d87ec0f31f3439,0,2018,6,2,22,Wed,Jun
c2d3596a04c210110354bc6e84240658,df6a5d0fac12bbc9f8655908abb5711f,3/9/2017 2:15,69.9,14.66,1,Boleto,1,84.56,Fixed Telephony,f9a0b6538b2d5b72676815e7f81bd352,1,3/17/2017 0:00,3/18/2017 3:21,7e7f2883e880909409b7ce80db935258,delivered,3/2/2017 12:52,0c4266dc13e119f7b8d87ec0f31f3439,1,2017,3,3,12,Thu,Mar
708cb5e8cac7d35e5acd85d630125653,fe6a9515d655fa7936b8a7c841039f34,10/30/2017 3:25,249.9,78.77,1,Boleto,1,328.67,Cool Stuff,48c569b3f5c7bfdfc7c152692918385a,5,11/1/2017 0:00,11/3/2017 20:23,69ee6fd73d273e7a165ec5a3634af120,delivered,10/21/2017 17:04,0c4266dc13e119f7b8d87ec0f31f3439,2,2017,10,5,17,Sat,Oct
ba57c0b9e68de2a41c388368fcf0dbb7,cbab8cf1bbb5a20f2f691b1f2c1a6e86,2/28/2018 19:30,89,17.06,1,Credit Card,1,106.06,Fashion Bags Accessories,65df5361954f24e35a37da0f5eff9f1b,3,3/17/2018 0:00,3/19/2018 13:00,eb6d12e42f89a27802e2bd9d1824cf91,delivered,2/22/2018 19:14,0c4266dc13e119f7b8d87ec0f31f3439,2,2018,2,3,19,Thu,Feb
7e81c4cc31fd46f225b4441e179f78a1,8f8cb7e4a7f16d339f87f8aa2711a003,1/26/2018 18:57,79.9,16.32,1,Credit Card,1,46.22,Toys,8834c972330dcc041d8862862092bb51,5,2/1/2018 0:00,2/3/2018 18:42,0165da25e09d5c73a6d3ba6443d202f3,delivered,1/22/2018 18:33,0c4565a30cb19f2b06041fa8214adb13,2,2018,1,0,18,Mon,Jan
7e81c4cc31fd46f225b4441e179f78a1,8f8cb7e4a7f16d339f87f8aa2711a003,1/26/2018 18:57,79.9,16.32,2,Voucher,1,50,Toys,8834c972330dcc041d8862862092bb51,5,2/1/2018 0:00,2/3/2018 18:42,0165da25e09d5c73a6d3ba6443d202f3,delivered,1/22/2018 18:33,0c4565a30cb19f2b06041fa8214adb13,2,2018,1,0,18,Mon,Jan
0b1e73fa546894ad7310916b480de067,4a90b44b456e79e7a33435fdd36e551f,1/15/2017 11:21,380,39.06,1,Credit Card,6,419.06,Garden Tools,64705002057140d46c08068d176f203f,5,1/17/2017 0:00,1/20/2017 21:34,bc265c24a5a745bff94d62fd5f5db043,delivered,1/11/2017 11:21,0c4565a30cb19f2b06041fa8214adb13,3,2017,1,2,11,Wed,Jan
56c3277583e16009c925fdf116df420f,d4f5afce58ebf89ef1186236c54d2594,12/7/2017 4:39,18.9,12.48,1,Boleto,1,31.38,Electronics,1689760dfc82960fbf2bf97e715dc5c4,5,12/7/2017 0:00,12/8/2017 16:09,c3d06eb8905fc0c39966b0a57ee7244c,delivered,11/29/2017 19:13,0c4ac2404e371e2a9affc84966e04022,1,2017,11,2,19,Wed,Nov
597fa94ef8eb873a3b8d4191931fcdeb,6b7de889f456ee35f031172d358b2cd2,8/21/2018 18:09,135.9,27.9,1,Credit Card,1,163.8,Stationery,20546e1545fefa915d991b0b614280cd,5,8/28/2018,8/30/2018 2:26,4fd9411ca561e17eb8630b243a940853,delivered,8/18/2018 17:46,0c4ac2404e371e2a9affc84966e04022,2,2018,8,5,17,Sat,Aug
b66e31de6d25d8b51cc5c4f0535f55bf,c46b2401e3ccd4e4f779b93093a97e29,1/3/2018 20:07,89.9,17.07,1,Credit Card,3,106.97,Pet Shop,ef5b89bfe0a0fe76507ac0e747d35479,5,1/18/2018,1/20/2018 1:20,0c79d230814815f24c232a4ba3efb445,delivered,12/27/2017 19:51,0c4ac2404e371e2a9affc84966e04022,2,2017,12,2,19,Wed,Dec
