order_id,product_id,price,priceVND,product_category_name,customer_id,older,order_purchase_timestamp
041aa5c38550649d5b51f38ba03a29a4,64b89dc9203902d7dd7ed82d,33.9,29832,Health Beauty,144f118d87d88f07c47bd1caf3d2f647,2/6/2018 9:17,1/31/2023 9:17
048d1e40afa8d75641833ebbb74f85b7,64b89dc9203902d7dd7ed82d,169.9,37378,Computers Accessories,86bb630ecd16f9a56c9715b40834f460,12/4/2017 10:20,11/28/2022 10:20
04c35d140fbc805e40f33f6902661c4f,64b89dc9203902d7dd7ed843,49.9,10978,Fashion Bags Accessories,64e2cb09d3d42a70e18276ce,6/13/2018 16:22,6/7/2023 16:22
05a17f243132acec3b0146b1b9b77720,64b89dc9203902d7dd7ed843,98.99,21777.8,Housewares,64e2cb09d3d42a70e18276cf,4/23/2017 14:18,4/17/2022 14:18
05bef443b850685058070c9e781988e8,64b89dc9203902d7dd7ed843,55,12100,Musical Instruments,64e2cb09d3d42a70e18276d0,5/30/2018 16:33,5/24/2023 16:33
05fad97db96406de1787c7a532c46a2b,64b89dc9203902d7dd7ed825,82.99,18257.8,Garden Tools,704435bd61cfb6de6ef8559c90f64aa2,6/19/2018 11:34,6/13/2023 11:34
05fad97db96406de1787c7a532c46a2b,64b89dc9203902d7dd7ed825,82.99,18257.8,Garden Tools,704435bd61cfb6de6ef8559c90f64aa2,6/19/2018 11:34,6/13/2023 11:34
05fcebb08e5f6447834c6593dcec9c81,64b89dc9203902d7dd7ed840,259.9,57178,Luggage Accessories,423a8dbe127fb9a8969448ba71969037,5/23/2017 22:15,5/17/2022 22:15
0616b1a248556f0f4c5aea97beb0729a,64b89dc9203902d7dd7ed840,149.65,32923,Health Beauty,340ea1e30ba5b8f87429cc58cb7aedd5,8/8/2018 17:10,8/2/2023 17:10
0626a1c665314a1d0bf29ab063d5af74,64b89dc9203902d7dd7ed830,29.99,26391.2,Telephony,64e2cb09d3d42a70e18276cf,6/6/2018 10:58,5/31/2023 10:58
0653c5290cf561492eae4f626799994d,64b89dc9203902d7dd7ed830,148,32560,Bed Bath Table,64e2cb09d3d42a70e18276cf,9/19/2017 17:48,9/13/2022 17:48
065881aa6f8059a970c8fd9947f717e4,64b89dc9203902d7dd7ed830,98.9,21758,Perfumery,64e2cb09d3d42a70e18276cf,1/17/2018 19:32,1/11/2023 19:32
0683849d0c0146afc4977ada6e86bc88,64b89dc9203902d7dd7ed841,19.9,437800,Auto,64e2cb09d3d42a70e18276ce,2/20/2018 14:41,2/14/2023 14:41
0744ce655e97e70eb03a99cf52385502,64b89dc9203902d7dd7ed841,69.9,15378,Sports Leisure,64e2cb09d3d42a70e18276cf,8/8/2017 13:24,8/2/2022 13:24
0756fac8c4aef0446002871923cc6b8f,64b89dc9203902d7dd7ed841,23.9,21032,Housewares,64e2cb09d3d42a70e18276ce,5/8/2017 17:27,5/2/2022 17:27
076291ccc60bbd19ff77babbb78324d5,64b89dc9203902d7dd7ed82f,232.9,51238,Baby,64e2cb09d3d42a70e18276d2,8/15/2018 17:51,8/9/2023 17:51
07664da4fa93862f7f2f3fd353b99e73,64b89dc9203902d7dd7ed82f,129,28380,Stationery,64e2cb09d3d42a70e18276cf,1/9/2018 8:45,1/3/2023 8:45
07ce92f08ada3b994983794188b7a902,64b89dc9203902d7dd7ed82f,129.8,28556,Furniture Decor,64e2cb09d3d42a70e18276ce,3/19/2018 12:35,3/13/2023 12:35
080c5db822472f28f4193dc902b9be32,64b89dc9203902d7dd7ed839,49.99,10997.8,Furniture Decor,64e2cb09d3d42a70e18276d7,7/30/2018 18:55,7/24/2023 18:55
082c30f193b1a499078fafbfa3a2d6a7,64b89dc9203902d7dd7ed839,270,59400,Fashion Bags Accessories,64e2cb09d3d42a70e18276d9,11/13/2017 20:10,11/7/2022 20:10
08b4c64d698b84d3446b4198b9f27ef2,64b89dc9203902d7dd7ed839,139.99,30797.8,Office Furniture,64e2cb09d3d42a70e18276dc,5/15/2018 12:19,5/9/2023 12:19
09026ebcef956ddfbc9af4af7c46d377,422879e10f46682990de24d770e7f83d,59.9,13178,Garden Tools,7623a517e40b45628d3c89bbce2eb1f4,9/19/2017 14:01,9/13/2022 14:01
09026ebcef956ddfbc9af4af7c46d377,422879e10f46682990de24d770e7f83d,59.9,13178,Garden Tools,7623a517e40b45628d3c89bbce2eb1f4,9/19/2017 14:01,9/13/2022 14:01
094af1d0ffa8afa4ddce0e4892491313,c6dd917a0be2a704582055949915ab32,99.99,21997.8,Cool Stuff,c743dace5b15ed39b17b44dc5ad44023,4/6/2017 17:01,3/31/2022 17:01
0972cd8199019b252faf977c4d3da6ea,dfc090f5e254f365893c76a73809d9f7,45,39600,Telephony,211a3a4b495becf111d81e66d9b955c6,7/11/2017 18:31,7/5/2022 18:31
098e7344bff99946b1a3c2c4357503bf,54dc796ba7aa0086b6404d1207e627e0,18.65,410300,Computers Accessories,3b864cf315fee8e0e4dafd9396d57248,10/17/2017 16:36,10/11/2022 16:36
0a15572811e0bc23e2963de1cdf344f0,2b0c892ab2b8e600a0b186db31f5947d,79.99,17597.8,Sports Leisure,a0a88da4a6858c8d7cc650bbd21949e8,4/19/2018 10:59,4/13/2023 10:59
0a32919eaa38cf81a09bb4cd2ca383df,6777865be5ee937f7deb9c390e9d920f,34.9,30712,Furniture Decor,ab15621e1aa4e4c1377e5c789abaa84f,3/30/2018 22:41,3/24/2023 22:41
0a8f8c393d9dbc5901daf7d157afc427,6536314c94d43b787fc1c622941da14b,32.99,29031.2,Fixed Telephony,0389344fcfa1b39110fe6943f8abcfad,6/1/2017 16:10,5/26/2022 16:10
0a8f8c393d9dbc5901daf7d157afc427,6536314c94d43b787fc1c622941da14b,32.99,29031.2,Fixed Telephony,0389344fcfa1b39110fe6943f8abcfad,6/1/2017 16:10,5/26/2022 16:10
0acd987fec172c76297f6aadad48c67a,541fe3a51f05d6f3ee6e730fafa0b8d5,19.99,439780,Sports Leisure,836ac53e072a95b5b18cbaa4a4f67f7e,7/28/2018 20:21,7/22/2023 20:21
0b1e73fa546894ad7310916b480de067,4a90b44b456e79e7a33435fdd36e551f,380,83600,Garden Tools,bc265c24a5a745bff94d62fd5f5db043,1/11/2017 11:21,1/5/2022 11:21
0b461bff8323f6fec51ec6254a81d562,665dcf48bfab7017f4ac917abaafac4f,11.9,261800,Health Beauty,3225c076223e4cf8512be1779e066df8,6/22/2018 12:48,6/16/2023 12:48
0b602fa35e64e463c90698d2e859af54,2fd89f236e3e8f4b81b7b74f09f40186,34.99,30791.2,Toys,731934bcb47e6a5956ab77fbed6ad0c5,3/22/2018 22:13,3/16/2023 22:13
0b736121c8d0bffe6c9e592d6f91ba5c,64fb265487de2238627ce43fe8a67efc,92.9,20438,Bed Bath Table,e0fcf37333b29f0b97e8af045f8efb52,2/19/2018 12:42,2/13/2023 12:42
0b7808f7d1384e2ef75a3ea25df44bd4,8effae0c3be3eab7870860070ca5e51a,189,41580,Watches Gifts,a1b9378a25ca08a39d8018bb2294f956,5/27/2017 13:08,5/21/2022 13:08
0c3f17e10268e00c6716de19889e2cf0,95c40b993a22463c83beb5c51a03d46c,20.9,459800,Computers Accessories,bf5b40a6507179f537bbe16dae02d080,3/9/2017 12:54,3/3/2022 12:54
0d33a1e4f7c4426e2adf540cb219baef,c98fcf63f668fa08d0da5584888d6e4b,248,54560,Health Beauty,1e487116feb9361b3221c3e93fde4d7f,6/24/2018 17:53,6/18/2023 17:53
0d40f8fd78977af4c4fa84293ae7fa21,b88eb82a396197f720eee0aef2f7dfed,199.9,43978,Auto,623fb939c3c139f6a806f25d76adaea1,2/7/2018 23:07,2/1/2023 23:07
0d71624d3497568c5af4fa0fc5faa967,448f8f85f231f7f33be46c1a972b6c8d,789.99,173797.8,Telephony,5a0ce17620554f641a8113fc965194c5,8/15/2018 18:51,8/9/2023 18:51
0dcbdac8c6463d75e774a3ba98d11561,da7e1b2f8c91cbf61a22b55e8cd49bcd,76.1,16742,Housewares,c9785fad52a0529dc731d1c2444f0873,10/9/2017 17:34,10/3/2022 17:34
0df3ae9792cce9ed0f0c9b95be40b8ef,c7c99e372ec2f873701c20e3a00ff29c,17.9,393800,Telephony,e7bcb58d36bc14e2c83b7dc650aa5350,2/26/2018 19:54,2/20/2023 19:54
0e55af861e63530c56528012f41b7c6d,11875b30b49585209e608f40e8082e65,65,14300,Sports Leisure,5403d5f310d90498102fd3a2345f16ef,5/19/2017 18:43,5/13/2022 18:43
0e5f408dbf29e3e4a1cbbf07e6dc04f9,ce6f74096c84567f22728c84f3d6e7fc,114.9,25278,Bed Bath Table,c6102d390ac140f0dc514157701a3e1c,6/18/2018 10:15,6/12/2023 10:15
0edf80f575c9d85881267c428cbbd208,96e9828efdbe86198b90841d0b39ca0c,54.9,12078,Furniture Decor,5af819b263187f95d7ee76f77d708385,6/12/2018 1:05,6/6/2023 1:05
0ee24d5ae95ccf0552a2ef03dfadb924,1d3ecbda18167c766a3381fd16108e4a,108.9,23958,Sports Leisure,62b36a6b0df7e45c871a49d9296a8c0a,8/17/2017 9:49,8/11/2022 9:49
0ee24d5ae95ccf0552a2ef03dfadb924,1d3ecbda18167c766a3381fd16108e4a,108.9,23958,Sports Leisure,62b36a6b0df7e45c871a49d9296a8c0a,8/17/2017 9:49,8/11/2022 9:49
0ee415fdc549189ef34dc8f7de4763cb,c10b7cf3152ae68bd9b4713b2230080d,42.9,37752,Home Appliances,713d876c66755a8af5d2689433f37498,9/2/2017 21:39,8/27/2022 21:39
0efd6177ac7aab7f85f78796d324b321,1fa4ef78e1b8f0afea31e4ae9578affd,59.99,13197.8,Bed Bath Table,f37b7cd28154c2c80457b37f12e06247,6/15/2017 18:43,6/9/2022 18:43
104b8d0ca41aec23f0847323c4cb8177,8392bd9333d10e51a2c2fc4596ee12a5,30,26400,Fashion Bags Accessories,4654d165d5c3a8e7c52566a5ec9f8994,2/5/2018 19:51,1/30/2023 19:51
104d1e3a6ba2bf9d8856a54af9c6c681,01b0238705b6ae8e35c6fea837e6ae4a,8.03,176660,Health Beauty,b4cabef1eab077e32afbd42629185a7d,4/28/2017 16:08,4/22/2022 16:08
104d1e3a6ba2bf9d8856a54af9c6c681,27cdfae8c8c8a703a13663e4c629ef39,17.73,390060,Health Beauty,b4cabef1eab077e32afbd42629185a7d,4/28/2017 16:08,4/22/2022 16:08
10631633611fba698054772b43dc118c,7b453aa3584d61c1268d77ba6fd5956b,109.9,24178,Housewares,087924f653ede8ac260c3d6cec755a4b,6/22/2017 14:03,6/16/2022 14:03
106b004da4aaa8f41d0115b6a7829a1a,aca2eb7d00ea1a7b8ebd4e68314663af,69.9,15378,Furniture Decor,287727ec8b614d295c75cc4f52d401ac,4/26/2018 16:05,4/20/2023 16:05
1095806f851129963474b5f20d6520fd,d07c0177e489e871713b83a518446ac7,84,18480,Housewares,a192468dc4a03af2d3c89093c26283f1,3/3/2017 19:46,2/25/2022 19:46
112e22ce5f700d2155befd89a15b4a5b,02ca198b1084a6d8ed9e152d84243bfb,37.88,33334.4,Baby,90eb27e381d8c75dd3acf2f87fd8aa50,5/7/2018 11:48,5/1/2023 11:48
1266cc122d380586b104c2f5380f1210,6803077179d24889430188e03fafd31a,19.9,437800,Electronics,041a802c0996465c45e7b9e993097978,1/15/2018 14:41,1/9/2023 14:41
126b56e36148dafa96b5705c766ab2c0,38dcb9ae53c258cfba73583f9454d721,1250,275000,Garden Tools,33add7528833f57795e0549ea17dd0b3,3/2/2017 12:17,2/24/2022 12:17
12d833b5570676e6df1febcd8fe007b6,59f09deeea7c839a9212a19f3416b892,379.9,83578,Housewares,314632660519234734d08119b95cf15b,5/15/2018 15:58,5/9/2023 15:58
130661e5b5e7e4e1948747351cbf14a7,0b039b61011417822882815943f13dac,23.7,20856,Electronics,13752115a6ce16bd31a5f5f519400aff,3/27/2018 9:34,3/21/2023 9:34
130e5f15b505062879273e8f199441d1,65ae1951caecbb80c7d5e2e662ddb0dc,63,13860,Housewares,241a20babe281dff9201cd9abc43b96a,5/16/2018 12:09,5/10/2023 12:09
133fde906cdebbd7cae1889f1a8300dc,7fd2dfb9d85ff5f61bf8d9abf82014f6,132,29040,Sports Leisure,9801bf5ea241cf9f9b78a92058557146,7/9/2017 18:30,7/3/2022 18:30
134fc3d70972d3de090dec9bae0c7918,629e019a6f298a83aeecc7877964f935,119.9,26378,Auto,05782799bb7c222ea760230ec20c8ff4,2/21/2018 14:37,2/15/2023 14:37
137e9582e80ce34b3205c7cc8466ec29,83b7e1ec294af41b21657b105834c836,29.99,26391.2,Sports Leisure,1599a28dfa97a32b693d2d3ce29bc2b2,3/4/2017 22:33,2/26/2022 22:33
13be52fea867f703f9f4466bccbcc0c9,570df4c7c2a1ba5d810f27b93c584232,148,32560,Sports Leisure,6d43775c3da9d5532adc74676415bca7,3/9/2018 22:05,3/3/2023 22:05
13ce532ef1a57ec06218af7cb3634241,299273104a3a302b82ad5f9aa93d6d91,69.9,15378,Home Construction,ec8cce4c98a82dead34ffd130e9c6d85,2/25/2018 14:17,2/19/2023 14:17
140f3f5e8668adb28164b2718f2d309b,428848f6b59540ebc1d7613df5c8b545,99.9,21978,Garden Tools,eff301f10ee34644b4fd64e3900468ee,9/12/2017 16:35,9/6/2022 16:35
143557cd5a7387503d5222e9a1efed75,bd69e6d599b9a3d9c298617c14e46f9f,80,17600,Bed Bath Table,c6a0d9bedb0b91a8a78fcfe6a2512d93,4/3/2018 9:48,3/28/2023 9:48
143f5ce5a045cb6c2708b1b3dcce985e,4952dd34839fd7134ceada5de831810d,24.9,21912,Sports Leisure,bc6671fcbe7c7468ed66a34dd3af1b31,11/25/2017 13:21,11/19/2022 13:21
1445b855fa0df69380dbc1c056659617,b1dc70b2d3b0d42b355529c4026a35a7,59.99,13197.8,Electronics,12a2a853ef3497b0e1e8a1f48c21a754,10/17/2017 9:01,10/11/2022 9:01
14727b31671d412db797863b9bba8392,d950ce1f38b6772552be4523baf94c7a,74.9,16478,Health Beauty,c190690e301a71da231b0310e61c7744,6/5/2017 18:08,5/30/2022 18:08
14727b31671d412db797863b9bba8392,d950ce1f38b6772552be4523baf94c7a,74.9,16478,Health Beauty,c190690e301a71da231b0310e61c7744,6/5/2017 18:08,5/30/2022 18:08
15010af27d8cf1619efb2867f47ebc51,568e52d4c670b4d5130bae2dbf211c40,92.1,20262,Auto,f8a069c2a2ce5ac98d668ad6a7950cb8,2/20/2018 22:08,2/14/2023 22:08
15010af27d8cf1619efb2867f47ebc51,568e52d4c670b4d5130bae2dbf211c40,92.1,20262,Auto,f8a069c2a2ce5ac98d668ad6a7950cb8,2/20/2018 22:08,2/14/2023 22:08
1525f8f0c2985955d93907fa19a9cc3a,b623b7cb05ee3248fbe4a6ecbeed79a4,70.97,15613.4,Toys,c90da9c377a0232004718a9fedf148c9,11/4/2017 0:10,10/29/2022 0:10
1525f8f0c2985955d93907fa19a9cc3a,b623b7cb05ee3248fbe4a6ecbeed79a4,70.97,15613.4,Toys,c90da9c377a0232004718a9fedf148c9,11/4/2017 0:10,10/29/2022 0:10
1555d6b8d8b15b1080ee70dda21c8d02,84f456958365164420cfc80fbe4c7fab,99,21780,Bed Bath Table,dfda52c60be1482823570ad5721b5e27,11/17/2017 20:42,11/11/2022 20:42
157fa4382ef233561294d5b9e279df5c,c6336fa91fbd87c359e44f5dca5a90ed,45.9,10098,Sports Leisure,4d591125ff32d94454b07b580fe2ecae,10/9/2017 18:00,10/3/2022 18:00
15bbb8e1670937e6b9bdf611948c3bf9,fe077ec80df6b4ee60bb4498d5ab1962,135,29700,Computers Accessories,72b927c092dc3b076732901869b447b5,4/12/2018 9:23,4/6/2023 9:23
15bed8e2fec7fdbadb186b57c46c92f2,61d52f4882421048afd530db53d6f230,125.9,27698,Perfumery,f3f0e613e0bdb9c7cee75504f0f90679,9/3/2017 14:22,8/28/2022 14:22
161436481a8780aea9e2139793246aa5,617186c3d97ea56c9c683a8a3974e8c1,84.99,18697.8,Perfumery,4a8fd791410e8ec07fd17d12cdfdd662,11/25/2017 12:49,11/19/2022 12:49
1682b18a188c5ffb35aa6fc06c836a78,49a2fa4ccedbad4f2e7ed4287fce1a6d,89.9,19778,Furniture Decor,e2bbe53294315e37378493e18a996cab,2/4/2018 20:38,1/29/2023 20:38
168d45af7dd36e96d0a16120eafce384,f57fdbfc9c610581b1b50f53210ac3ae,77.68,17089.6,Bed Bath Table,4bd50b16b68527f8f97edd3950ca2a75,9/15/2017 23:28,9/9/2022 23:28
16c24987724018f73b746aacfbb5f8e8,f3dbf072e817667fbde052aae313cce1,135,29700,Sports Leisure,ffdc2af7160aed3bad21cbc8ec68c0c5,5/20/2017 2:48,5/14/2022 2:48
17ae98e755b32ae8ec73470952de4de2,74fd207bb446a56583153f85de68b73c,120,26400,Bed Bath Table,80d88401a15807dd28990dd932495bc6,11/16/2017 23:07,11/10/2022 23:07
17ae98e755b32ae8ec73470952de4de2,74fd207bb446a56583153f85de68b73c,120,26400,Bed Bath Table,80d88401a15807dd28990dd932495bc6,11/16/2017 23:07,11/10/2022 23:07
17f11cd471c4f712a82d85c589119638,9a7c6041fa9592d9d9ef6cfe62a71f8c,127,27940,Bed Bath Table,229b496914baf5b5c924e314b439490e,2/12/2018 0:27,2/6/2023 0:27
1826d3b62380835469288dcc78f382ca,423b46d7ff817b1cd19ab195c7b76546,55,12100,Watches Gifts,cadc77a311d2175d497619dc76de4600,2/1/2018 21:53,1/26/2023 21:53
1826d3b62380835469288dcc78f382ca,6fd82d8f842424334fedf31190e54d24,55,12100,Watches Gifts,cadc77a311d2175d497619dc76de4600,2/1/2018 21:53,1/26/2023 21:53
185f9c92a4ee09b897dd441dd4c45a71,24c66f106f642621e524291a895c9032,159.9,35178,Health Beauty,85a32fc38d734c835c333a0a19c66090,12/14/2017 14:11,12/8/2022 14:11
191d075b61db3a892fde83330d82d7c6,863c150f7756157ab06ad61737ce9a16,109.22,24028.4,Health Beauty,93499e967d2b2772a3f8b73108913eaf,8/8/2018 21:09,8/2/2023 21:09
19c32126a85a7e87c6bcf2aa99e6ae9e,7514a3aab09ede7053ace487b3c89873,49.9,10978,Bed Bath Table,08f94d51129e9289745af658b2c5e578,4/2/2017 10:37,3/27/2022 10:37
19d9d8655f9dc49d4a10954a7cee5bbc,bf6e9b07b37b073afbd4420d91518a9b,47.2,10384,Housewares,b3c56127c49edf102af3ed7a80e74e84,2/3/2018 17:08,1/28/2023 17:08
1b15974a0141d54e36626dca3fdc731a,ee3d532c8a438679776d222e997606b3,100,22000,Computers Accessories,be1b70680b9f9694d8c70f41fa3dc92b,2/22/2018 15:30,2/16/2023 15:30
1b1b3a4e0fe992985df0687e28917050,bbc8f8ad8f885679e489afbbd29eee61,49.9,10978,Bed Bath Table,ab3965ddf332775d0dc7643474dfcbeb,7/4/2017 14:51,6/28/2022 14:51
1b36920ded6f3aa566e53f04957af0e7,73326828aa5efe1ba096223de496f596,82.49,18147.8,Food,9ec979fd2f55c5949806b0cefd2a5e14,8/6/2018 10:37,7/31/2023 10:37
1b36920ded6f3aa566e53f04957af0e7,73326828aa5efe1ba096223de496f596,82.49,18147.8,Food,9ec979fd2f55c5949806b0cefd2a5e14,8/6/2018 10:37,7/31/2023 10:37
1b5011433abb89a8ad7b787401280a0a,028b3574d7619f191a7345161ae590e4,49.99,10997.8,Telephony,11379ea61f696fee82d5132bd194360f,2/25/2018 13:49,2/19/2023 13:49
1c1975ccdbd34c48a241f30cc2258dbb,1eba879220bd0981a0e2fbab499ed4e1,89.99,19797.8,Office Furniture,4b8aa85bd0844a2cfa46261b1afd9386,12/20/2017 22:44,12/14/2022 22:44
1c983e7908135b2d50bd8a346cec69cc,19421075ae0b585f2dc13ff149e2119d,49.9,10978,Sports Leisure,530efe4698b97ab4b76ddb2dc63b267e,3/24/2018 12:55,3/18/2023 12:55
1cf0fc2c07de89a211f8dcf9ff5af15b,701ff123e9085dcc9c2f833efded6374,395,86900,Cool Stuff,97a0e2c05d5882609289a1816e234ba0,8/7/2018 21:53,8/1/2023 21:53
1d2c5463089cdcd251914b1c08a4d103,215d6de5878361301ea712b9d36dee94,105.99,23317.8,Toys,edb83d7689cc0fb7147061d9a53e9452,6/30/2018 11:10,6/24/2023 11:10
1d2cab957f150e9edeb3e456cef96882,f71a7c95a86564873cd996896b2976f6,90,19800,Computers Accessories,f92c779f378ec9d9e214e32c3780bbff,2/9/2018 18:03,2/3/2023 18:03
1d3915eb86fd868b7ec0e99e6f4e944a,54716da70a63aba6d2edb21f14d75e31,55,12100,Watches Gifts,ce85052e7c8d0ba011f6572ec235f41c,12/4/2017 7:03,11/28/2022 7:03
1d41a4a86b1079c1c1c71cf212b174ea,cd48f265a63e13b762601f5f794c5fca,47.49,10447.8,Drinks,5d91eab7464c2c96d03a84c5e5377953,2/14/2018 20:29,2/8/2023 20:29
1d41a4a86b1079c1c1c71cf212b174ea,1fe459940e7d5e442ac6c1ee4d137989,58,12760,Drinks,5d91eab7464c2c96d03a84c5e5377953,2/14/2018 20:29,2/8/2023 20:29
1d99187d9f0f50da550071fbba6d50c2,8db97c571a61d830930cf029a34c33ef,100.79,22173.8,Stationery,222045e44210159d75ac338d6fd1bd05,1/27/2018 10:31,1/21/2023 10:31
1dc00931526c6633db6df2a5f862830f,c36a207be2a4ee8f04bd838f97f1711c,94.5,20790,Bed Bath Table,6e20bece97c49a1acb50dd8a05c0220a,4/10/2017 18:11,4/4/2022 18:11
1dc839387052269a40a3e539aa949980,53759a2ecddad2bb87a079a1f1519f73,49.9,10978,Garden Tools,352229ccbe6ea1ed2d11322482ddb83a,7/5/2018 10:30,6/29/2023 10:30
1dfe6a690d7897fc421a5bd2529b7f47,bb50f2e236e5eea0100680137654686c,330,72600,Health Beauty,fb35e193fd247832d71af457b52dd5a3,8/10/2018 9:44,8/4/2023 9:44
1e2d70a35f238a2f454d8def1d883d8b,cd48f265a63e13b762601f5f794c5fca,47.49,10447.8,Drinks,d3af44d4335d69eaf1c19eb82c832c4a,2/20/2018 19:51,2/14/2023 19:51
1f1ee480dfe62c3f7ab8829405e075c1,ae2531af4f44882cd7daed3b429d8744,14.8,325600,Housewares,d32163773f451460d21be3956bd15ef5,5/17/2018 16:42,5/11/2023 16:42
1f297fe93c435a51586ee198938876d3,ff29d8cb1cd0cd5ea37b80dac9939e1c,18.9,415800,Electronics,7b9c62c11a289126729179b8a781c2a2,1/4/2018 14:57,12/29/2022 14:57
1f8fd5fe13ced0df2d9b93995534e59e,3820a5a6c03c2c5c4bb17716840dc328,121,26620,Watches Gifts,320c45c151d6e0638787c8e35e0e0c9b,6/24/2018 13:18,6/18/2023 13:18
1fea99244761fe0359d759672fdbcf4a,2fea0f2cec6b6324a277d4a61c2ed2c6,86,18920,Health Beauty,f5f5d84155b71366648375418c62a566,7/13/2018 23:19,7/7/2023 23:19
20246bd1767d916d618e27b8e4fcb8fd,cb6d69daafeddab34122e1de88e1274c,26.9,23672,Housewares,d6d3a9d936ef9f148ccb6631997b13c5,10/9/2017 17:58,10/3/2022 17:58
20250e9079690179b43a7f05255164ac,f548f7c6223594379d2301a187f3a9e2,195,42900,Housewares,3a063237a69f5b645b11e74383f48c8e,4/24/2018 20:34,4/18/2023 20:34
203f106e5b8bad1587426f019709014a,473795a355d29305c3ea6b156833adf5,59.9,13178,Perfumery,6d32e15ee697f3a2ab5f26b82ff8ed0d,2/3/2017 16:45,1/28/2022 16:45
203f106e5b8bad1587426f019709014a,473795a355d29305c3ea6b156833adf5,59.9,13178,Perfumery,6d32e15ee697f3a2ab5f26b82ff8ed0d,2/3/2017 16:45,1/28/2022 16:45
210e60465099814a1d2c7635e4065153,b69eb25e3a4def8e9cddee18712e0c5e,199,43780,Cool Stuff,fc849c5fbc7e2b0c7cfebc138886c693,5/9/2018 18:27,5/3/2023 18:27
210f6de2695396bc0cc864241676e17a,7b07f25dab76a821beca96d40ee0553e,19.9,437800,Bed Bath Table,79be080dff9011b58f6aec949be3224b,10/25/2017 21:33,10/19/2022 21:33
21b1cde01224deaa8db59b838cfd9c16,261244fc4d0197d8772346872f5b0f5e,37.9,33352,Kitchen Dining Laundry Garden Furniture,c5878c6ef1faa887b7331d0ab1331188,11/24/2017 12:38,11/18/2022 12:38
2275c86505ffbdf6aa88cd91bfeeae33,24d1e0447bc0f9b43af49837d0a4efd8,27.19,23927.2,Housewares,0b6176d7c46eb2e5d839fbd9f6d1bce7,12/1/2017 11:10,11/25/2022 11:10
22fe31bf1bf44c90b163dcc745fa1aa7,ea4f6504cf603bc9b3233999c4ba4ff8,199.65,43923,Health Beauty,fa19cdce38b8c388177ed3abbe61df1c,1/25/2018 19:29,1/19/2023 19:29
24011f35927e676f392e9dc0f7a4b06a,2136c70bbe723d338fab53da3c03e6dc,29,25520,Watches Gifts,8cb5215c25ad0689fc8460e4191233c5,12/14/2017 8:34,12/8/2022 8:34
2434ed9a60fa201e6abb47734b414775,1f456c34d70ce7a6bcb86a6f5a3fb888,36.9,32472,Health Beauty,c1d7ea554a894b239ae94a0a459b0bbc,1/22/2018 15:19,1/16/2023 15:19
244eddf1bb79ed749213ea45709f87cc,57f2bc497c1a3ebe41ba7a06d78ed159,55,12100,Watches Gifts,27cdcc7fde4b4a2c57192e35fe14fc6c,8/11/2018 15:05,8/5/2023 15:05
